Year,Geography,American Indian/Alaska Native,Asian,Black/African American,Hispanic/Latino,Multiracial,Native Hawaiian/Other Pacific Islander,Unknown,White,Female,Male,Non-U.S.–born,U.S.-born,0-4,15-24,25-34,35-44,45-54,5-14,55-64,65+
2020 (COVID-19 Pandemic),North Dakota,1,0,4,0,0,0,2,3,4,6,7,3,0.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0
2020 (COVID-19 Pandemic),Ohio,0,52,44,15,0,1,0,20,54,78,93,36,3.0,14.0,32.0,15.0,21.0,2.0,18.0,27.0
2020 (COVID-19 Pandemic),Oklahoma,7,6,8,14,10,14,0,8,30,37,33,34,3.0,2.0,12.0,11.0,9.0,3.0,11.0,16.0
2020 (COVID-19 Pandemic),Oregon,0,27,5,11,3,8,1,12,29,38,52,15,4.0,6.0,18.0,10.0,7.0,1.0,5.0,16.0
2020 (COVID-19 Pandemic),Pennsylvania,0,65,41,25,3,1,0,22,58,99,119,38,1.0,15.0,26.0,29.0,21.0,2.0,26.0,37.0
2020 (COVID-19 Pandemic),Rhode Island,0,3,2,1,0,0,0,1,2,5,7,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0
2020 (COVID-19 Pandemic),South Carolina,0,20,26,11,0,0,0,10,19,48,31,36,1.0,4.0,7.0,9.0,9.0,1.0,16.0,20.0
2020 (COVID-19 Pandemic),South Dakota,6,4,3,0,1,0,0,2,6,10,8,8,0.0,1.0,5.0,4.0,0.0,0.0,4.0,2.0
2020 (COVID-19 Pandemic),Tennessee,0,16,46,30,0,0,0,21,35,78,58,55,2.0,16.0,26.0,13.0,20.0,2.0,11.0,23.0
2020 (COVID-19 Pandemic),Texas,0,196,161,431,5,3,4,79,326,553,555,324,25.0,98.0,152.0,111.0,129.0,24.0,155.0,185.0
2020 (COVID-19 Pandemic),Utah,0,9,2,7,0,7,0,4,10,19,23,6,2.0,2.0,5.0,2.0,4.0,0.0,8.0,6.0
2020 (COVID-19 Pandemic),Vermont,0,1,2,0,0,0,0,0,2,1,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2020 (COVID-19 Pandemic),Virginia,0,82,29,44,1,0,0,13,73,96,146,23,3.0,15.0,31.0,24.0,33.0,3.0,27.0,33.0
2020 (COVID-19 Pandemic),Washington,1,72,28,22,0,20,0,20,79,84,129,34,4.0,17.0,30.0,25.0,30.0,5.0,20.0,32.0
2020 (COVID-19 Pandemic),West Virginia,0,3,5,0,0,0,0,5,4,9,7,6,0.0,2.0,0.0,2.0,0.0,0.0,5.0,4.0
2020 (COVID-19 Pandemic),Wisconsin,1,13,9,10,0,0,0,2,8,27,22,13,1.0,6.0,8.0,4.0,4.0,0.0,3.0,9.0
2020 (COVID-19 Pandemic),Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Alabama,0,11,36,19,1,0,0,24,24,67,31,60,5.0,12.0,11.0,9.0,8.0,1.0,22.0,23.0
2021,Alaska,41,10,3,1,1,2,0,0,25,33,14,44,7.0,2.0,11.0,9.0,8.0,5.0,8.0,8.0
2021,Arizona,8,23,7,79,0,1,0,11,53,76,86,42,7.0,8.0,26.0,13.0,20.0,4.0,21.0,30.0
2021,Arkansas,0,7,19,12,0,13,0,18,29,40,29,40,5.0,6.0,10.0,12.0,6.0,7.0,13.0,10.0
2021,California,5,867,63,707,2,5,6,94,651,"1,098","1,426",308,24.0,103.0,244.0,181.0,258.0,19.0,288.0,632.0
2021,Colorado,0,14,5,28,0,4,0,7,21,37,46,12,1.0,4.0,11.0,7.0,10.0,0.0,6.0,19.0
2021,Connecticut,0,19,14,16,0,0,0,5,23,31,42,12,0.0,4.0,10.0,8.0,12.0,1.0,3.0,16.0
2021,Delaware,0,3,13,2,0,0,0,23,21,20,9,31,1.0,2.0,6.0,5.0,7.0,0.0,6.0,14.0
2021,District of Columbia,0,1,13,2,0,0,0,2,11,7,11,7,0.0,3.0,5.0,3.0,2.0,0.0,3.0,2.0
2021,Florida,0,77,165,168,3,1,0,86,193,307,330,170,7.0,45.0,73.0,80.0,78.0,6.0,87.0,124.0
2021,Georgia,0,70,76,52,1,1,1,21,78,144,134,86,5.0,22.0,34.0,39.0,39.0,9.0,29.0,45.0
2021,Hawaii,0,73,2,2,3,24,0,2,45,61,85,21,5.0,7.0,5.0,11.0,17.0,3.0,23.0,35.0
2021,Idaho,0,2,0,1,1,0,0,1,3,2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0
2021,Illinois,0,108,43,71,0,0,0,32,97,157,192,62,2.0,17.0,34.0,25.0,38.0,6.0,43.0,89.0
2021,Indiana,0,41,21,20,0,1,0,44,38,89,72,55,3.0,9.0,16.0,17.0,23.0,3.0,25.0,31.0
2021,Iowa,0,11,14,10,0,8,0,6,22,27,36,13,3.0,11.0,13.0,5.0,6.0,0.0,5.0,6.0
2021,Kansas,0,13,7,16,1,3,0,3,14,29,29,14,5.0,6.0,7.0,6.0,7.0,0.0,4.0,8.0
2021,Kentucky,0,14,13,10,5,0,0,15,20,37,38,19,1.0,8.0,11.0,8.0,9.0,1.0,8.0,11.0
2021,Louisiana,0,16,41,12,1,0,0,16,24,62,33,53,1.0,8.0,3.0,12.0,12.0,3.0,24.0,23.0
2021,Maine,0,4,7,1,0,0,0,2,8,6,11,3,0.0,1.0,3.0,7.0,0.0,0.0,1.0,2.0
2021,Maryland,1,52,69,35,6,0,5,25,84,109,141,52,6.0,15.0,36.0,28.0,23.0,2.0,33.0,50.0
2021,Massachusetts,0,70,32,28,2,0,3,16,60,91,135,16,1.0,18.0,27.0,22.0,21.0,1.0,19.0,42.0
2021,Michigan,2,51,29,12,1,0,0,42,59,78,88,48,3.0,8.0,20.0,17.0,15.0,6.0,26.0,42.0
2021,Minnesota,1,50,56,14,0,2,0,11,55,79,108,26,8.0,21.0,19.0,17.0,15.0,5.0,22.0,27.0
2021,Mississippi,0,9,22,2,0,0,0,13,14,32,13,33,3.0,2.0,5.0,5.0,11.0,1.0,5.0,14.0
2021,Missouri,1,28,17,10,0,4,3,14,40,37,56,21,0.0,6.0,14.0,12.0,14.0,2.0,8.0,21.0
2021,Montana,1,0,0,0,0,0,0,2,2,1,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2021,Nebraska,0,9,2,9,1,0,0,1,11,11,21,1,0.0,6.0,2.0,5.0,2.0,0.0,1.0,6.0
2021,Nevada,0,35,8,10,0,1,0,7,30,31,44,17,0.0,5.0,4.0,8.0,7.0,0.0,15.0,22.0
2021,New Hampshire,0,5,3,2,0,0,0,2,5,7,5,7,0.0,0.0,4.0,2.0,0.0,1.0,1.0,4.0
2021,New Jersey,0,128,32,90,0,0,0,39,122,167,251,37,3.0,27.0,59.0,39.0,42.0,5.0,33.0,81.0
2021,New Mexico,8,3,0,11,1,0,0,1,13,11,15,9,0.0,1.0,0.0,0.0,5.0,1.0,3.0,14.0
2021,New York,0,305,111,172,21,0,29,45,270,413,582,96,6.0,64.0,97.0,102.0,88.0,7.0,112.0,207.0
2021,North Carolina,7,33,53,56,4,0,0,25,69,109,96,82,2.0,13.0,27.0,29.0,35.0,3.0,32.0,37.0
2021,North Dakota,0,1,6,2,2,0,3,1,5,10,12,3,1.0,0.0,6.0,3.0,3.0,0.0,0.0,2.0
2021,Ohio,0,61,33,24,0,0,0,33,65,86,81,36,2.0,16.0,35.0,26.0,14.0,3.0,19.0,36.0
2021,Oklahoma,4,12,6,10,5,19,0,13,28,41,36,33,4.0,5.0,8.0,10.0,9.0,6.0,12.0,15.0
2021,Oregon,1,27,7,21,1,10,0,12,36,43,59,20,2.0,8.0,15.0,12.0,1.0,1.0,18.0,22.0
2021,Pennsylvania,0,76,43,17,8,0,0,22,61,105,122,44,0.0,13.0,25.0,23.0,20.0,2.0,33.0,50.0
2021,Rhode Island,0,4,1,8,1,0,0,3,4,13,14,3,0.0,1.0,4.0,0.0,4.0,1.0,3.0,4.0
2021,South Carolina,0,15,40,18,0,1,0,13,23,64,35,52,2.0,7.0,12.0,16.0,14.0,2.0,18.0,16.0
2021,South Dakota,2,3,1,2,1,0,0,3,7,5,8,4,0.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0
2021,Tennessee,0,19,31,22,0,0,0,12,29,55,44,40,1.0,7.0,13.0,18.0,9.0,4.0,11.0,21.0
2021,Texas,1,215,177,517,4,3,2,77,368,628,621,374,30.0,97.0,162.0,136.0,160.0,26.0,169.0,216.0
2021,Utah,0,6,1,8,0,0,0,2,9,8,15,2,0.0,5.0,4.0,3.0,1.0,0.0,1.0,3.0
2021,Vermont,0,2,0,0,0,0,0,1,2,1,2,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2021,Virginia,0,86,27,31,3,0,0,13,60,100,134,23,1.0,13.0,25.0,24.0,23.0,3.0,24.0,47.0
2021,Washington,3,96,42,32,0,12,0,14,80,119,171,28,1.0,30.0,29.0,32.0,24.0,5.0,26.0,52.0
2021,West Virginia,0,1,0,1,0,0,0,4,3,3,4,2,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
2021,Wisconsin,1,43,5,11,0,0,0,6,30,36,57,9,0.0,6.0,13.0,12.0,7.0,1.0,7.0,20.0
2021,Wyoming,0,0,0,1,0,0,1,1,1,2,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022,Alabama,0,8,17,17,1,0,0,22,20,45,28,36,1.0,8.0,11.0,7.0,10.0,1.0,12.0,15.0
2022,Alaska,68,4,1,0,1,1,14,6,48,47,10,85,11.0,11.0,10.0,9.0,6.0,16.0,16.0,16.0
2022,Arizona,6,32,13,89,0,1,0,13,59,95,114,38,6.0,22.0,27.0,31.0,19.0,4.0,18.0,27.0
2022,Arkansas,0,8,14,10,0,15,0,21,20,48,30,38,1.0,14.0,5.0,10.0,7.0,4.0,7.0,20.0
2022,California,4,889,59,746,7,11,46,86,672,"1,146","1,521",317,28.0,147.0,218.0,206.0,238.0,31.0,307.0,673.0
2022,Colorado,1,23,3,25,0,2,0,3,28,29,51,6,0.0,7.0,13.0,10.0,4.0,2.0,7.0,14.0
2022,Connecticut,0,28,9,23,0,0,0,7,32,35,55,12,3.0,4.0,18.0,12.0,5.0,3.0,11.0,11.0
2022,Delaware,0,5,5,1,0,0,0,2,5,8,10,3,0.0,1.0,6.0,3.0,0.0,0.0,1.0,2.0
2022,District of Columbia,0,5,7,1,0,0,0,2,9,6,11,4,0.0,0.0,4.0,1.0,1.0,0.0,5.0,4.0
2022,Florida,0,62,155,221,5,0,5,87,193,342,381,153,5.0,63.0,80.0,97.0,84.0,7.0,80.0,119.0
2022,Georgia,0,65,87,76,3,0,0,31,81,181,177,85,11.0,23.0,37.0,50.0,45.0,2.0,44.0,50.0
2022,Hawaii,0,72,0,0,3,23,0,3,40,61,87,14,5.0,7.0,7.0,7.0,20.0,3.0,17.0,35.0
2022,Idaho,0,4,0,3,0,0,2,2,7,4,10,1,0.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0
2022,Illinois,0,126,47,90,0,0,2,33,125,173,221,77,14.0,25.0,38.0,34.0,42.0,7.0,52.0,86.0
2022,Indiana,0,30,25,25,1,1,0,17,42,57,67,32,5.0,13.0,24.0,11.0,12.0,4.0,15.0,15.0
2022,Iowa,0,15,18,9,0,10,1,7,32,28,42,18,6.0,9.0,15.0,9.0,6.0,3.0,5.0,7.0
2022,Kansas,0,14,4,16,0,10,0,8,25,27,35,17,2.0,7.0,8.0,6.0,7.0,4.0,4.0,14.0
2022,Kentucky,0,14,15,16,3,2,0,20,21,49,43,27,2.0,12.0,16.0,5.0,11.0,1.0,14.0,9.0
2022,Louisiana,0,14,27,25,1,0,8,20,29,66,42,53,2.0,10.0,15.0,16.0,12.0,0.0,20.0,20.0
2022,Maine,0,3,9,1,1,0,1,2,7,10,13,4,1.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0
2022,Maryland,0,46,42,51,6,0,1,11,58,99,128,29,2.0,15.0,31.0,31.0,22.0,1.0,21.0,34.0
2022,Massachusetts,0,69,36,29,4,0,3,12,63,90,140,13,1.0,23.0,21.0,23.0,27.0,1.0,21.0,36.0
2022,Michigan,0,50,24,16,0,0,0,30,49,71,79,41,3.0,9.0,14.0,15.0,13.0,1.0,25.0,40.0
2022,Minnesota,2,53,52,14,0,2,0,9,55,77,99,33,8.0,20.0,32.0,15.0,8.0,4.0,18.0,27.0
2022,Mississippi,1,8,22,8,0,0,1,14,16,38,12,42,1.0,4.0,11.0,6.0,12.0,1.0,6.0,13.0
2022,Missouri,0,20,16,12,0,4,0,17,27,42,43,26,0.0,10.0,12.0,8.0,9.0,1.0,10.0,19.0
2022,Montana,0,2,0,0,1,1,1,1,4,2,2,3,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0
2022,Nebraska,0,7,7,8,2,0,1,4,9,20,22,7,0.0,4.0,9.0,4.0,4.0,2.0,3.0,3.0
2022,Nevada,0,34,8,16,0,2,1,1,18,44,48,12,3.0,3.0,6.0,15.0,6.0,1.0,13.0,15.0
2022,New Hampshire,0,4,3,3,0,0,0,1,7,4,10,1,0.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0
2022,New Jersey,0,116,34,118,0,0,0,21,114,175,248,40,6.0,32.0,56.0,50.0,31.0,7.0,35.0,72.0
2022,New Mexico,3,5,0,19,0,0,1,2,10,20,22,8,1.0,0.0,3.0,4.0,3.0,0.0,3.0,16.0
2022,New York,0,344,99,212,14,0,13,32,258,456,606,105,10.0,48.0,113.0,93.0,99.0,4.0,125.0,222.0
2022,North Carolina,13,29,36,55,8,2,0,20,66,97,99,64,3.0,17.0,31.0,30.0,21.0,1.0,25.0,35.0
2022,North Dakota,0,4,2,0,0,0,1,3,3,7,5,4,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0
2022,Ohio,0,52,50,18,1,4,0,21,64,82,111,34,6.0,18.0,25.0,23.0,27.0,2.0,9.0,36.0
2022,Oklahoma,3,17,10,14,9,14,0,13,39,41,42,38,2.0,13.0,11.0,11.0,8.0,2.0,16.0,17.0
2022,Oregon,0,31,7,16,2,7,1,9,26,47,60,13,1.0,6.0,6.0,10.0,15.0,3.0,12.0,20.0
2022,Pennsylvania,0,63,37,26,13,0,1,33,73,100,125,46,3.0,20.0,28.0,20.0,21.0,0.0,19.0,62.0
2022,Rhode Island,0,5,3,6,0,0,0,3,8,9,16,1,1.0,5.0,5.0,0.0,3.0,0.0,1.0,2.0
2022,South Carolina,0,17,40,25,0,0,0,19,42,59,43,58,1.0,6.0,9.0,12.0,13.0,1.0,24.0,35.0
2022,South Dakota,2,1,5,1,0,0,0,1,5,5,7,3,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0
2022,Tennessee,0,27,23,37,0,0,0,19,41,65,69,37,7.0,14.0,19.0,18.0,14.0,3.0,8.0,23.0
2022,Texas,2,205,154,607,3,4,14,109,372,726,582,503,24.0,125.0,182.0,170.0,153.0,24.0,186.0,234.0
2022,Utah,2,9,2,15,0,1,0,4,11,22,27,6,2.0,2.0,6.0,3.0,4.0,1.0,3.0,12.0
2022,Vermont,0,1,2,0,0,0,0,0,2,1,3,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2022,Virginia,0,95,32,40,6,0,0,22,86,109,169,26,3.0,17.0,32.0,21.0,26.0,2.0,28.0,66.0
2022,Washington,4,95,46,48,4,38,1,15,92,159,184,67,9.0,32.0,41.0,46.0,34.0,7.0,32.0,50.0
2022,West Virginia,0,3,2,1,0,0,0,5,6,5,5,6,0.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0
2022,Wisconsin,0,22,8,15,0,0,0,7,25,27,37,12,1.0,5.0,8.0,6.0,11.0,0.0,7.0,14.0
2022,Wyoming,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
